Age,Gender,Country,Device,GameGenre,SessionCount,AverageSessionLength,SpendingSegment,InAppPurchaseAmount,FirstPurchaseDaysAfterInstall,PaymentMethod,LastPurchaseDate
26.0,0,3,1,1,18,21.81,0,253.65,7.0,4,210
25.0,1,7,0,11,8,9.3,1,15.65,23.0,4,115
53.0,1,14,0,1,10,15.22,1,11.17,11.0,3,137
37.0,0,15,0,1,11,8.51,1,10.62,29.0,5,117
21.0,1,9,1,7,9,22.35,1,8.17,8.0,3,4
31.0,0,11,0,12,5,25.42,1,17.77,20.0,5,59
46.0,0,17,0,0,10,30.82,1,10.37,22.0,6,190
44.0,1,18,0,5,10,23.09,1,2.89,3.0,2,152
14.0,0,9,0,8,13,8.92,1,5.62,9.0,2,102
21.0,1,3,0,9,13,34.77,1,7.57,25.0,4,43
30.0,1,26,0,11,7,24.34,1,16.24,1.0,1,164
40.0,0,15,1,3,4,11.43,1,12.57,18.0,0,90
22.0,1,10,0,2,8,10.34,1,2.74,20.0,5,1
45.0,0,11,1,10,12,23.45,1,19.42,12.0,0,199
33.0,0,9,1,0,8,10.28,1,16.78,27.0,6,158
24.0,1,13,1,14,8,27.25,1,8.32,20.0,4,169
21.0,1,10,1,2,8,15.47,0,145.14,29.0,3,73
45.0,1,22,0,11,7,32.07,1,11.13,18.0,2,99
54.0,0,21,0,12,14,30.82,1,1.83,11.0,6,110
49.0,1,10,0,1,9,6.74,1,14.83,3.0,6,68
15.0,1,14,1,9,6,10.28,1,11.09,22.0,4,164
35.0,1,10,0,9,9,31.47,1,8.63,11.0,5,201
51.0,1,18,1,3,4,16.43,1,19.82,10.0,0,185
52.0,0,23,0,11,10,28.27,1,0.57,25.0,6,131
44.0,1,21,0,6,14,8.16,1,18.37,13.0,5,131
21.0,1,13,1,13,13,32.46,1,1.04,5.0,2,200
51.0,0,25,1,5,10,19.05,1,11.975000000000001,16.0,3,150
29.0,0,16,1,11,13,9.65,1,13.1,7.0,3,129
42.0,1,11,0,11,11,13.19,0,11.975000000000001,16.0,3,150
39.0,0,6,0,13,6,31.97,1,1.78,19.0,1,99
15.0,0,24,0,6,5,18.13,1,9.62,7.0,3,178
47.0,1,0,0,13,9,31.45,0,310.53,30.0,6,132
46.0,0,7,0,4,14,10.97,1,8.8,20.0,3,158
37.0,1,4,1,3,11,15.03,1,3.49,26.0,4,53
52.0,0,19,0,13,8,7.14,1,11.975000000000001,16.0,3,150
31.0,0,18,0,9,11,7.69,1,17.08,4.0,1,190
41.0,1,26,0,7,10,34.19,1,19.81,17.0,3,89
18.0,0,11,1,0,13,24.89,1,17.04,19.0,0,100
22.0,0,14,1,5,13,26.35,0,483.19,2.0,1,97
52.0,1,7,1,9,9,23.11,1,3.66,20.0,2,0
50.0,1,10,0,8,16,19.51,0,24.17,2.0,3,168
52.0,2,11,0,3,13,26.59,1,3.01,2.0,6,80
28.0,1,21,0,7,11,12.8,1,13.32,2.0,6,73
15.0,1,3,0,3,11,24.97,1,1.74,26.0,5,126
19.0,1,7,0,8,11,32.72,1,9.0,27.0,1,76
38.0,1,24,0,6,3,22.45,1,16.34,5.0,5,90
50.0,1,10,1,8,19,23.0,1,13.59,17.0,0,197
38.0,0,3,0,6,8,14.67,1,7.41,12.0,4,82
33.0,1,26,0,0,8,22.1,1,2.69,11.0,6,179
29.0,1,8,0,3,16,9.83,1,6.25,3.0,2,195
42.0,1,13,0,8,10,10.14,1,9.22,26.0,5,1
48.0,1,9,0,7,7,6.39,1,9.63,7.0,0,89
22.0,0,17,1,12,12,20.6,1,6.73,16.0,2,78
27.0,0,4,1,1,9,30.24,1,1.62,20.0,1,117
41.0,2,0,0,9,9,7.9,1,11.69,4.0,5,159
20.0,0,1,0,12,7,5.78,1,2.1,15.0,1,153
32.0,0,11,0,11,11,10.75,1,15.99,3.0,3,9
22.0,1,17,0,1,10,31.95,0,204.18,28.0,6,59
50.0,1,13,0,0,13,19.2,1,5.09,10.0,1,184
33.0,1,6,1,9,8,7.53,0,58.9,12.0,5,50
13.0,0,13,1,1,9,11.39,1,3.47,11.0,5,18
52.0,0,0,0,11,10,18.9,1,5.04,9.0,4,180
21.0,0,1,1,7,12,28.65,1,0.77,20.0,1,1
37.0,1,3,1,14,8,21.07,1,7.64,8.0,6,221
22.0,1,20,0,2,5,31.22,1,18.73,16.0,4,194
48.0,0,11,0,1,15,31.56,1,7.19,13.0,5,28
53.0,1,0,1,13,7,34.61,1,19.29,5.0,6,20
24.0,1,10,1,4,5,25.82,0,228.32,30.0,4,55
43.0,2,7,0,4,7,32.22,1,15.68,20.0,0,59
26.0,1,12,1,11,16,29.74,1,17.92,29.0,0,18
23.0,1,10,1,6,9,20.38,1,16.65,0.0,3,74
43.0,1,25,0,14,12,15.8,1,17.69,17.0,6,139
37.0,0,7,1,7,20,29.77,1,14.04,1.0,2,203
21.0,0,10,0,10,10,8.55,1,15.85,8.0,0,43
41.0,1,12,0,2,9,27.3,1,16.35,20.0,5,146
43.0,1,10,1,12,5,33.88,1,16.05,19.0,2,86
19.0,0,15,0,3,16,26.79,1,13.84,23.0,0,166
47.0,1,10,1,4,10,5.27,1,11.38,3.0,6,217
20.0,0,10,0,7,10,9.05,0,286.84,1.0,4,40
27.0,1,23,1,5,10,32.67,1,0.39,10.0,0,42
34.0,1,13,0,8,5,14.09,1,6.98,18.0,1,100
30.0,1,22,1,0,12,24.95,1,5.2,3.0,1,129
47.0,0,17,1,3,11,20.21,1,10.33,19.0,3,181
40.0,1,11,0,13,9,31.93,1,10.08,15.0,2,165
26.0,1,6,0,5,8,14.42,0,20.53,15.0,2,28
41.0,0,13,0,13,13,22.65,1,3.14,1.0,2,80
38.0,0,22,1,10,12,16.34,1,15.84,2.0,0,180
46.0,1,0,0,1,10,28.48,1,13.78,5.0,2,17
41.0,0,20,0,5,6,26.08,1,10.03,15.0,6,76
49.0,0,16,0,11,5,14.86,1,6.2,23.0,5,189
32.0,0,22,1,0,5,31.54,1,4.17,9.0,0,153
40.0,2,6,0,11,16,34.08,1,11.63,9.0,5,70
35.0,1,2,1,0,9,21.17,1,13.29,23.0,3,183
46.0,1,2,0,4,6,30.93,1,9.68,28.0,0,132
18.0,1,25,1,7,7,32.05,1,1.65,1.0,5,150
46.0,1,2,0,14,10,18.63,1,1.14,30.0,3,23
46.0,1,14,1,8,7,19.64,1,6.21,5.0,1,37
32.0,0,15,0,1,15,18.61,1,6.5,1.0,1,153
48.0,1,0,0,0,10,6.52,1,7.63,14.0,1,28
36.0,0,8,0,5,8,9.73,1,8.66,14.0,5,3
21.0,0,6,0,3,13,27.42,1,11.98,0.0,1,72
32.0,1,10,1,2,8,15.13,0,369.68,16.0,6,58
15.0,0,12,1,5,11,9.3,1,19.99,19.0,3,98
28.0,0,0,1,9,8,28.7,1,6.36,7.0,0,175
37.0,1,10,1,13,12,30.24,0,305.58,10.0,2,123
14.0,0,24,0,0,12,14.57,1,3.08,13.0,1,199
21.0,0,9,1,4,10,22.67,1,14.78,26.0,4,114
43.0,0,24,0,4,9,26.23,1,0.34,10.0,2,5
17.0,0,10,0,8,13,30.49,1,14.21,10.0,6,38
19.0,1,10,1,11,11,15.46,1,14.89,10.0,1,187
17.0,1,3,0,13,6,27.59,1,3.97,0.0,4,137
37.0,2,11,1,12,8,19.57,1,15.89,12.0,2,189
50.0,1,10,0,7,9,9.35,1,8.33,21.0,1,169
32.0,0,10,0,5,12,31.86,1,0.29,17.0,4,136
41.0,0,10,1,14,14,33.64,1,18.68,4.0,0,99
52.0,1,18,0,7,11,32.46,1,18.02,8.0,1,114
53.0,2,8,0,4,12,20.42,1,4.76,29.0,2,101
23.0,0,23,1,1,12,12.13,1,3.8,28.0,1,161
37.0,1,23,0,1,13,31.02,0,350.41,10.0,2,15
51.0,0,1,1,4,16,7.89,0,472.8,28.0,4,35
40.0,0,1,1,0,18,20.21,1,4.77,4.0,5,59
28.0,0,3,0,4,8,18.18,0,298.05,13.0,2,178
23.0,0,15,1,0,8,31.85,1,17.75,20.0,5,170
41.0,1,5,0,8,15,19.54,2,2620.84,15.0,6,172
24.0,1,0,0,0,11,14.84,1,0.27,29.0,6,91
21.0,0,19,0,11,10,14.68,1,13.57,17.0,2,30
43.0,1,4,0,13,15,27.27,1,2.6,23.0,6,207
29.0,1,11,0,9,6,6.38,2,982.03,6.0,3,171
53.0,1,25,0,13,14,11.39,1,10.69,30.0,1,134
29.0,1,10,0,4,9,32.05,1,9.71,3.0,5,23
23.0,1,9,0,1,9,13.15,1,16.12,18.0,2,145
25.0,1,7,1,6,6,28.45,1,11.77,2.0,4,174
27.0,1,18,0,11,12,31.1,1,16.32,29.0,2,45
33.0,1,22,0,0,11,19.4,1,19.94,24.0,0,31
39.0,1,2,0,11,8,25.03,0,108.27,19.0,4,15
50.0,1,10,1,4,10,17.27,1,10.4,14.0,4,192
38.0,0,6,0,6,10,24.14,1,6.78,14.0,1,149
31.0,1,9,0,2,11,29.16,1,8.31,10.0,2,120
35.0,1,21,1,14,7,12.53,0,32.8,30.0,6,145
48.0,1,7,0,9,10,6.07,1,14.68,28.0,0,106
31.0,1,25,0,12,13,32.57,1,0.33,24.0,1,153
22.0,0,13,0,6,7,16.71,1,9.14,1.0,5,201
33.0,1,14,1,2,11,7.54,1,17.21,7.0,5,212
52.0,0,18,0,6,12,18.15,1,1.54,7.0,2,168
39.0,1,10,1,10,9,7.01,1,15.9,18.0,5,35
31.0,1,15,0,3,12,9.31,1,5.33,20.0,4,26
44.0,1,15,0,12,8,5.75,1,8.52,21.0,1,165
13.0,1,17,1,2,5,8.02,1,9.23,1.0,3,92
13.0,0,18,1,12,6,11.12,1,0.83,16.0,0,189
30.0,1,9,0,10,12,31.97,1,4.05,22.0,0,16
38.0,0,23,1,8,13,19.82,1,17.56,7.0,1,51
40.0,0,10,1,14,9,34.67,1,13.59,10.0,2,64
21.0,1,14,0,2,18,32.28,1,15.9,19.0,6,187
17.0,0,12,1,4,18,27.24,1,13.48,21.0,3,169
18.0,1,17,1,3,13,21.06,1,1.56,27.0,2,75
40.0,1,1,0,3,13,8.26,1,2.7,24.0,5,71
52.0,1,20,0,0,10,25.63,1,5.02,1.0,1,10
40.0,0,26,1,2,8,21.39,1,13.99,15.0,5,222
41.0,1,6,0,14,10,31.59,0,466.11,16.0,0,62
30.0,1,22,0,2,16,19.49,1,10.24,2.0,4,179
36.0,0,22,1,13,5,24.18,0,143.28,25.0,4,145
20.0,2,21,0,9,9,25.89,0,197.75,20.0,2,38
24.0,0,20,0,1,10,30.96,1,6.21,22.0,0,20
29.0,1,24,0,8,10,26.82,1,9.69,3.0,0,125
48.0,0,22,0,11,18,33.07,1,6.04,7.0,4,28
54.0,1,8,1,4,6,16.77,1,19.02,22.0,0,208
25.0,1,15,1,8,12,10.43,1,2.86,11.0,1,104
41.0,1,3,0,13,11,16.21,1,8.65,24.0,3,3
49.0,0,25,0,6,7,24.66,1,11.2,24.0,2,144
44.0,1,19,0,2,15,28.92,0,283.25,15.0,6,12
41.0,0,10,1,14,16,5.43,1,14.37,0.0,3,123
44.0,1,2,0,1,10,24.89,1,5.38,21.0,2,168
32.0,1,22,0,1,14,20.37,1,0.54,5.0,1,186
31.0,1,3,0,5,9,17.38,0,424.94,12.0,4,198
53.0,1,21,0,8,10,12.24,1,12.17,12.0,0,47
33.0,1,8,0,11,9,22.4,1,1.57,20.0,4,113
25.0,0,5,0,3,8,24.16,1,3.1,2.0,5,210
37.0,0,14,1,6,13,28.17,1,4.26,23.0,4,185
23.0,1,7,1,13,11,21.18,0,171.23,26.0,5,70
30.0,1,6,1,6,17,12.5,0,119.13,26.0,6,204
40.0,0,18,0,0,9,34.72,1,19.01,19.0,0,108
35.0,1,10,1,7,12,28.82,1,1.72,26.0,4,50
31.0,0,10,0,8,12,18.18,0,237.54,28.0,5,49
36.0,0,1,0,5,10,27.32,1,18.03,26.0,2,150
22.0,1,9,1,0,10,29.3,1,18.15,12.0,1,74
17.0,1,12,0,1,10,8.34,1,12.56,27.0,4,109
26.0,1,3,0,3,7,12.51,1,16.57,10.0,1,122
51.0,0,3,0,10,8,27.52,1,12.12,14.0,3,102
50.0,1,5,0,1,5,20.35,1,0.51,4.0,3,34
32.0,1,26,0,9,11,24.91,0,53.95,28.0,0,178
27.0,0,10,0,5,12,26.77,1,15.78,18.0,1,10
51.0,1,18,0,7,12,17.34,1,17.04,27.0,2,203
44.0,0,18,0,9,9,14.9,1,18.04,19.0,6,98
42.0,1,3,0,2,10,33.79,1,6.26,16.0,3,42
30.0,1,10,1,12,12,21.14,1,3.42,6.0,5,136
26.0,1,14,1,7,9,19.79,1,5.75,19.0,6,113
50.0,1,12,1,14,5,9.31,2,4378.31,6.0,3,174
46.0,1,2,1,10,17,19.79,2,3327.1,21.0,4,133
33.0,1,15,1,2,13,7.13,1,4.05,22.0,4,163
29.0,1,14,0,3,12,30.18,0,139.34,26.0,2,14
35.0,1,14,0,7,19,6.85,1,0.77,28.0,4,114
53.0,0,25,0,11,7,29.96,1,12.52,24.0,0,123
20.0,1,5,1,9,7,17.89,1,8.21,18.0,6,213
15.0,0,25,1,11,13,5.2,0,466.48,6.0,0,68
44.0,1,10,0,3,8,27.0,1,14.16,22.0,3,212
35.0,0,4,0,8,13,11.73,1,15.59,15.0,3,211
20.0,0,8,0,4,17,23.68,0,386.88,28.0,1,158
27.0,0,24,0,12,6,20.42,1,9.12,19.0,1,74
40.0,0,3,0,2,11,34.18,1,13.08,24.0,5,119
32.0,1,5,0,11,17,12.57,1,0.21,2.0,2,140
51.0,1,0,0,1,12,32.92,1,5.63,29.0,6,87
52.0,0,25,0,8,14,31.79,1,8.96,19.0,2,8
35.0,1,5,1,7,11,12.14,0,51.2,25.0,5,170
32.0,1,12,0,1,17,26.46,1,6.77,9.0,2,30
50.0,1,5,1,10,14,26.64,1,0.14,1.0,2,185
26.0,1,9,0,14,12,7.97,1,18.88,9.0,4,222
22.0,0,10,0,12,12,21.55,0,125.4,21.0,3,199
34.0,0,5,0,2,15,9.27,1,1.2,28.0,0,154
26.0,2,25,0,3,10,18.77,1,9.56,15.0,6,221
43.0,0,21,1,9,7,19.66,1,12.43,23.0,4,200
45.0,0,1,0,5,5,27.46,0,223.01,6.0,1,84
43.0,1,4,1,6,12,10.28,1,14.55,2.0,5,78
16.0,1,22,0,8,10,29.86,0,323.37,10.0,1,3
52.0,1,12,0,13,6,32.74,1,15.25,14.0,2,30
42.0,1,23,1,6,12,23.1,0,295.64,11.0,2,127
30.0,1,6,0,3,2,8.37,1,11.21,4.0,3,155
31.0,1,15,1,13,7,28.5,1,19.35,20.0,3,5
43.0,1,20,0,2,10,5.46,1,2.56,11.0,5,62
13.0,1,17,0,8,10,33.68,1,12.61,30.0,6,167
16.0,0,5,0,5,7,7.99,1,6.12,10.0,0,69
35.0,1,20,0,6,9,32.5,0,29.1,17.0,6,116
28.0,0,21,0,14,11,21.21,1,12.72,15.0,1,12
31.0,1,20,1,3,12,20.54,1,3.41,24.0,3,130
34.0,1,18,1,9,14,17.7,1,10.57,0.0,5,93
53.0,1,14,1,14,4,19.79,1,2.56,11.0,5,11
41.0,0,23,1,7,14,22.58,0,305.13,30.0,6,182
24.0,1,1,0,11,13,26.9,1,3.47,27.0,5,81
53.0,0,22,0,4,11,6.4,0,435.02,26.0,3,101
52.0,1,10,1,12,11,13.82,1,16.86,22.0,5,66
51.0,1,17,1,1,9,22.3,1,7.06,23.0,3,169
21.0,1,6,0,6,10,8.46,1,0.92,27.0,5,75
15.0,1,10,1,8,8,20.31,1,12.08,1.0,1,179
16.0,0,18,1,13,12,26.74,1,17.46,7.0,6,29
23.0,1,20,0,9,13,28.14,1,0.69,25.0,6,200
26.0,1,5,0,11,14,18.67,1,4.42,3.0,2,72
18.0,0,21,0,3,11,14.98,1,3.07,11.0,2,116
32.0,0,10,1,4,13,29.01,0,220.11,3.0,3,201
22.0,1,4,1,4,16,24.87,1,12.53,14.0,5,68
41.0,1,10,0,4,7,15.3,1,19.13,16.0,2,53
29.0,1,10,0,12,17,24.78,1,10.48,6.0,2,59
18.0,0,24,1,10,8,34.99,1,8.13,20.0,1,76
23.0,1,14,0,13,16,6.41,0,143.71,27.0,6,44
39.0,0,18,1,10,6,9.24,1,5.68,28.0,0,72
13.0,0,17,0,0,9,6.88,0,116.62,6.0,6,198
43.0,0,10,0,14,15,5.68,0,150.98,26.0,1,95
38.0,1,16,0,4,7,14.87,1,17.35,9.0,2,97
33.0,0,14,1,6,14,21.08,1,0.81,19.0,5,51
53.0,0,7,1,9,9,29.59,1,9.02,27.0,2,35
18.0,1,19,0,10,11,15.6,1,3.38,12.0,1,179
17.0,1,7,1,12,10,33.97,1,8.67,24.0,2,40
36.0,1,20,1,6,11,7.07,0,235.16,8.0,6,64
22.0,1,16,1,6,12,28.0,1,6.08,9.0,2,55
41.0,1,6,0,2,17,10.26,1,0.22,14.0,0,157
22.0,1,10,0,4,12,21.5,1,17.31,5.0,5,216
28.0,0,25,0,9,12,14.44,2,4367.34,28.0,0,183
32.0,1,16,1,7,11,20.24,1,13.8,28.0,2,29
25.0,0,10,0,5,9,23.03,1,4.1,4.0,2,138
44.0,1,10,0,3,7,24.41,1,16.32,0.0,4,166
38.0,0,26,1,9,7,21.84,0,489.99,4.0,1,171
16.0,0,15,0,11,16,12.62,0,461.6,12.0,2,177
46.0,1,2,1,11,11,14.14,1,5.75,3.0,5,211
27.0,0,2,0,4,11,30.15,1,19.58,2.0,6,115
22.0,0,12,0,6,6,22.87,1,4.3,8.0,2,143
44.0,1,5,0,8,15,20.97,1,16.56,18.0,3,142
34.0,1,7,0,14,14,13.99,1,12.5,4.0,6,98
19.0,0,8,1,4,12,7.04,1,7.36,21.0,3,195
32.0,0,25,0,9,8,34.37,1,5.2,9.0,3,101
54.0,1,20,0,7,15,9.68,0,183.61,22.0,5,101
53.0,1,15,1,8,9,32.28,1,11.35,30.0,2,156
17.0,1,17,1,8,13,18.97,1,3.46,9.0,4,184
35.0,0,10,0,2,10,11.51,1,19.35,26.0,4,217
43.0,2,13,0,12,12,30.02,1,13.2,21.0,1,3
17.0,1,18,0,9,12,27.79,1,16.06,16.0,3,3
28.0,0,0,0,13,11,32.01,1,11.75,25.0,6,194
15.0,0,19,0,14,10,5.98,1,19.12,22.0,5,219
22.0,0,1,0,14,13,14.85,1,10.29,6.0,5,89
33.0,1,10,1,2,11,15.09,1,15.14,18.0,2,41
35.0,1,10,1,4,14,15.35,1,13.46,7.0,1,97
32.0,0,25,0,7,9,30.29,1,18.27,15.0,3,60
18.0,0,22,1,3,14,11.61,1,15.99,10.0,0,111
50.0,1,11,0,1,8,33.44,1,10.07,9.0,4,150
33.0,1,16,0,13,7,32.97,1,5.29,15.0,0,98
19.0,1,3,1,8,11,14.74,1,10.86,12.0,6,126
51.0,0,8,0,11,2,34.21,0,269.0,25.0,5,167
43.0,1,12,0,7,11,5.98,1,0.43,8.0,5,0
49.0,1,19,0,13,10,14.41,0,290.26,13.0,0,143
17.0,0,11,0,5,6,6.13,0,469.65,21.0,2,195
25.0,1,14,0,2,9,31.29,1,2.68,9.0,0,108
14.0,0,20,0,14,6,9.53,0,377.64,12.0,4,212
41.0,1,12,1,13,6,8.96,1,13.44,16.0,5,44
30.0,0,20,1,3,6,17.85,1,13.47,27.0,0,164
50.0,0,6,0,5,9,28.85,1,17.35,1.0,4,68
28.0,0,19,1,8,10,24.6,1,5.99,3.0,2,35
16.0,1,8,1,1,14,9.19,0,27.26,20.0,4,154
39.0,1,7,0,13,9,26.42,1,2.4,4.0,1,223
33.0,0,13,1,2,9,11.2,1,11.975000000000001,16.0,3,150
25.0,0,24,0,5,9,16.39,1,13.36,18.0,6,72
29.0,1,0,1,10,11,28.83,1,0.34,3.0,1,64
15.0,0,10,1,9,10,17.88,1,18.14,26.0,4,95
45.0,0,13,0,4,9,5.31,1,16.22,21.0,6,186
17.0,1,10,0,7,12,27.11,1,1.68,25.0,2,99
52.0,1,7,1,14,11,19.81,1,4.34,21.0,2,0
37.0,1,0,0,9,7,11.37,1,12.58,26.0,3,149
14.0,1,7,0,11,7,16.56,1,19.53,2.0,4,35
42.0,1,9,0,12,10,11.63,1,18.4,3.0,5,17
31.0,1,2,1,13,7,15.29,1,0.57,11.0,1,143
16.0,1,6,1,2,8,27.59,1,11.975000000000001,16.0,3,150
45.0,0,11,0,10,6,7.97,0,123.65,5.0,5,157
54.0,1,16,1,11,8,31.12,1,1.07,3.0,3,4
35.0,1,10,0,6,9,22.32,1,9.4,18.0,5,96
27.0,1,15,1,8,12,15.69,1,13.46,25.0,3,154
25.0,1,9,0,8,11,19.46,1,0.6,15.0,4,98
17.0,1,18,1,3,8,7.68,1,12.58,4.0,3,106
13.0,1,7,1,12,14,9.97,1,1.42,3.0,3,116
40.0,1,17,0,13,9,13.09,1,1.55,13.0,1,70
39.0,1,23,1,5,16,28.88,0,197.96,7.0,4,151
14.0,1,5,0,2,8,17.86,1,14.02,27.0,3,199
35.0,0,5,0,6,8,23.64,1,11.975000000000001,16.0,3,150
28.0,0,23,0,3,13,29.96,1,3.97,14.0,2,112
48.0,1,26,1,13,14,34.68,1,15.2,28.0,3,201
27.0,0,22,0,8,6,17.92,1,19.96,6.0,6,60
18.0,1,10,0,2,5,7.26,1,5.91,16.0,5,85
52.0,1,8,0,12,9,29.58,1,11.09,15.0,2,218
48.0,0,4,0,7,7,18.44,1,10.0,7.0,4,89
13.0,1,8,1,10,15,31.69,0,127.26,29.0,2,96
46.0,1,6,0,12,13,30.53,1,13.99,19.0,3,102
45.0,0,9,1,8,10,9.56,1,13.56,16.0,2,36
24.0,1,14,0,6,9,7.76,1,19.21,19.0,2,122
33.0,1,7,0,6,6,6.19,1,19.21,18.0,1,85
45.0,1,18,0,3,9,14.3,0,24.55,11.0,3,117
47.0,0,15,0,3,12,20.99,1,14.87,4.0,3,197
25.0,1,11,0,6,10,28.34,1,17.87,16.0,5,151
38.0,1,7,0,1,7,29.19,1,16.18,30.0,4,51
41.0,1,25,1,6,14,33.05,1,13.64,10.0,1,167
53.0,1,13,1,13,13,33.1,1,5.12,9.0,1,93
48.0,1,18,0,11,5,10.54,1,10.66,25.0,0,160
50.0,0,8,0,0,11,16.66,1,15.72,15.0,1,24
14.0,1,3,0,2,14,30.01,1,8.1,2.0,6,8
50.0,1,6,1,4,6,26.12,1,11.975000000000001,16.0,3,150
20.0,0,21,0,1,8,18.08,1,11.91,23.0,3,203
33.0,0,5,1,12,10,10.07,1,7.37,8.0,0,195
39.0,0,1,1,11,8,26.23,1,15.05,13.0,5,89
30.0,1,19,1,13,12,28.89,1,19.0,0.0,4,36
38.0,1,11,0,11,9,10.67,1,9.87,16.0,2,119
14.0,1,17,1,5,17,17.97,1,13.15,3.0,1,82
33.0,1,10,0,3,13,6.63,1,2.68,23.0,1,9
47.0,0,10,0,13,11,13.82,1,6.32,25.0,5,15
32.0,0,16,0,4,10,20.98,1,13.51,27.0,4,187
38.0,0,25,1,5,9,30.86,0,87.46,18.0,6,55
24.0,1,23,0,4,13,20.24,1,16.87,7.0,4,220
31.0,0,12,1,7,10,7.57,1,19.07,30.0,1,149
48.0,1,18,1,10,9,22.53,1,10.31,12.0,5,178
29.0,1,18,0,13,10,6.76,1,18.97,6.0,5,110
14.0,0,18,0,2,7,33.67,1,12.49,20.0,5,175
47.0,0,17,1,13,10,25.59,1,5.46,4.0,4,95
41.0,2,7,0,4,8,29.69,1,1.91,13.0,1,0
32.0,1,24,1,8,11,20.32,1,11.975000000000001,16.0,3,150
53.0,1,4,1,7,7,11.36,1,5.38,17.0,4,50
43.0,1,10,0,11,9,15.62,1,13.42,24.0,4,34
34.0,0,20,0,11,8,8.03,1,6.8,16.0,0,149
53.0,1,10,0,1,11,32.44,1,1.6,8.0,3,215
30.0,0,21,0,7,11,24.63,1,15.27,8.0,0,108
48.0,1,26,0,3,10,29.14,1,11.0,7.0,4,224
49.0,1,14,1,0,8,11.77,1,8.64,16.0,3,191
22.0,0,23,0,12,9,16.59,1,6.89,27.0,3,204
20.0,1,16,0,5,14,8.09,1,12.11,20.0,1,116
19.0,1,18,1,8,8,21.82,1,17.01,29.0,0,202
36.0,1,2,1,2,13,16.71,0,50.92,22.0,5,122
34.0,1,26,0,9,11,16.21,1,11.14,17.0,1,32
25.0,0,6,0,9,12,25.3,1,18.19,16.0,0,143
24.0,1,6,1,4,11,16.7,1,11.975000000000001,16.0,3,150
39.0,0,25,1,5,18,30.01,1,2.91,19.0,0,18
26.0,0,12,0,14,13,21.42,1,10.65,5.0,6,95
45.0,1,11,0,9,10,31.9,1,11.47,0.0,1,181
51.0,1,22,1,5,16,26.79,0,191.74,22.0,1,181
31.0,1,20,0,3,13,24.05,1,0.75,0.0,5,118
17.0,1,10,0,13,10,33.18,1,9.78,25.0,0,189
46.0,1,13,1,10,13,17.05,0,440.48,2.0,3,151
31.0,1,19,0,1,13,32.44,1,9.97,27.0,5,57
49.0,1,1,0,4,13,23.76,1,16.98,30.0,0,208
13.0,0,20,1,10,6,13.72,1,2.54,24.0,1,169
26.0,1,25,0,2,13,33.43,1,3.42,13.0,3,88
46.0,1,7,0,8,11,7.05,1,11.975000000000001,16.0,3,150
32.0,0,25,0,0,7,20.59,1,15.98,29.0,0,121
16.0,1,11,0,13,8,21.46,1,19.36,23.0,1,87
35.0,1,12,0,13,17,32.75,1,2.11,9.0,0,108
44.0,1,10,0,13,13,12.71,1,5.75,29.0,2,57
25.0,1,5,0,0,8,18.01,1,5.38,3.0,5,135
51.0,0,20,0,12,18,24.53,1,7.73,22.0,4,194
35.0,1,10,1,2,4,5.27,1,3.97,8.0,1,9
53.0,1,13,0,10,10,18.49,1,4.11,4.0,2,218
22.0,1,1,1,8,12,17.36,1,16.35,3.0,3,108
14.0,0,6,0,10,9,5.41,1,17.75,26.0,1,110
52.0,1,21,1,7,4,11.1,1,1.17,9.0,2,21
38.0,0,18,1,1,10,25.55,1,3.1,28.0,5,51
42.0,1,19,1,1,11,31.66,1,5.89,18.0,3,178
49.0,1,5,0,6,11,7.25,1,1.71,22.0,3,21
46.0,1,21,0,12,15,28.45,1,17.32,3.0,4,156
30.0,0,26,0,3,9,6.86,1,18.56,21.0,4,224
45.0,1,15,0,12,13,18.94,1,19.34,17.0,5,53
43.0,1,19,1,4,7,26.46,1,10.22,14.0,2,217
41.0,1,14,0,5,8,20.97,0,168.96,23.0,2,26
14.0,1,2,0,10,7,26.5,1,5.23,25.0,5,79
36.0,0,10,0,10,12,16.47,1,16.29,22.0,0,165
30.0,0,1,0,3,12,18.17,1,13.14,10.0,4,186
51.0,2,14,0,12,12,20.26,1,10.78,21.0,3,3
33.0,1,23,1,1,14,24.7,1,11.975000000000001,16.0,3,150
32.0,1,14,0,9,4,27.72,1,8.35,12.0,2,118
32.0,1,25,0,14,14,26.24,1,18.51,28.0,1,28
15.0,1,23,0,3,13,34.93,1,16.78,9.0,3,159
46.0,1,10,0,1,16,15.82,1,17.0,21.0,5,89
18.0,0,16,0,12,13,9.39,0,321.94,8.0,2,160
50.0,0,18,0,6,11,23.41,1,12.5,19.0,1,193
27.0,0,9,0,14,10,26.53,1,18.85,2.0,3,69
26.0,1,26,0,6,8,8.12,1,7.55,14.0,3,57
19.0,1,7,1,13,7,31.15,1,8.1,16.0,4,3
27.0,1,26,0,13,10,16.08,1,13.12,20.0,3,217
30.0,1,0,1,3,10,31.14,1,7.71,3.0,5,126
18.0,0,26,0,1,11,22.46,0,405.15,2.0,2,51
24.0,1,18,1,1,9,8.67,1,11.74,5.0,3,109
37.0,0,26,0,3,10,11.55,1,1.05,3.0,1,146
35.0,1,20,0,12,8,18.22,1,2.57,0.0,4,33
51.0,0,4,0,7,15,10.6,0,260.58,22.0,4,203
